Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1984-01-03 00:00:00+00:00,997.5,1001.4,997.5,997.5,0,0.0,0.0
1984-01-04 00:00:00+00:00,997.5,999.5,993.3,998.6,0,0.0,0.0
1984-01-05 00:00:00+00:00,1007.1,1015.8,1007.1,1015.8,0,0.0,0.0
1984-01-06 00:00:00+00:00,1019.0,1029.3,1019.0,1029.0,0,0.0,0.0
1984-01-09 00:00:00+00:00,1030.6,1035.4,1030.6,1034.6,0,0.0,0.0
1984-01-10 00:00:00+00:00,1034.6,1034.9,1029.9,1034.3,0,0.0,0.0
1984-01-11 00:00:00+00:00,1033.6,1033.6,1021.4,1023.4,0,0.0,0.0
1984-01-12 00:00:00+00:00,1023.4,1031.3,1020.2,1031.3,0,0.0,0.0
1984-01-13 00:00:00+00:00,1033.1,1042.7,1033.1,1042.7,0,0.0,0.0
1984-01-16 00:00:00+00:00,1042.7,1046.0,1039.1,1046.0,0,0.0,0.0
1984-01-17 00:00:00+00:00,1044.4,1044.4,1036.2,1041.9,0,0.0,0.0
1984-01-18 00:00:00+00:00,1044.4,1058.7,1044.4,1058.7,0,0.0,0.0
1984-01-19 00:00:00+00:00,1058.7,1060.2,1053.9,1057.8,0,0.0,0.0
1984-01-20 00:00:00+00:00,1057.8,1060.6,1056.2,1059.0,0,0.0,0.0
1984-01-23 00:00:00+00:00,1059.0,1059.0,1046.3,1046.8,0,0.0,0.0
1984-01-24 00:00:00+00:00,1046.8,1055.2,1039.9,1055.2,0,0.0,0.0
1984-01-25 00:00:00+00:00,1058.2,1073.5,1058.2,1073.5,0,0.0,0.0
1984-01-26 00:00:00+00:00,1073.5,1074.8,1069.0,1072.1,0,0.0,0.0
1984-01-27 00:00:00+00:00,1072.1,1075.9,1065.0,1075.9,0,0.0,0.0
1984-01-30 00:00:00+00:00,1075.9,1082.0,1068.6,1068.6,0,0.0,0.0
1984-01-31 00:00:00+00:00,1063.5,1063.5,1058.0,1063.0,0,0.0,0.0
1984-02-01 00:00:00+00:00,1062.6,1062.6,1060.3,1060.3,0,0.0,0.0
1984-02-02 00:00:00+00:00,1055.0,1055.0,1046.0,1050.8,0,0.0,0.0
1984-02-03 00:00:00+00:00,1054.4,1060.2,1054.4,1059.8,0,0.0,0.0
1984-02-06 00:00:00+00:00,1054.2,1054.2,1038.2,1038.2,0,0.0,0.0
1984-02-07 00:00:00+00:00,1026.7,1026.7,1019.2,1021.7,0,0.0,0.0
1984-02-08 00:00:00+00:00,1026.7,1034.5,1026.7,1029.7,0,0.0,0.0
1984-02-09 00:00:00+00:00,1016.9,1016.9,1010.0,1016.9,0,0.0,0.0
1984-02-10 00:00:00+00:00,1016.9,1020.7,1012.3,1018.0,0,0.0,0.0
1984-02-13 00:00:00+00:00,1018.3,1023.0,1018.3,1018.3,0,0.0,0.0
1984-02-14 00:00:00+00:00,1018.3,1027.0,1015.4,1027.0,0,0.0,0.0
1984-02-15 00:00:00+00:00,1031.7,1036.8,1031.7,1033.0,0,0.0,0.0
1984-02-16 00:00:00+00:00,1033.0,1035.6,1030.4,1035.0,0,0.0,0.0
1984-02-17 00:00:00+00:00,1035.0,1039.0,1035.0,1039.0,0,0.0,0.0
1984-02-20 00:00:00+00:00,1038.7,1038.7,1034.2,1035.4,0,0.0,0.0
1984-02-21 00:00:00+00:00,1038.4,1044.7,1038.4,1044.4,0,0.0,0.0
1984-02-22 00:00:00+00:00,1044.4,1045.5,1040.7,1043.0,0,0.0,0.0
1984-02-23 00:00:00+00:00,1042.1,1042.1,1031.7,1031.7,0,0.0,0.0
1984-02-24 00:00:00+00:00,1031.7,1036.9,1030.8,1036.9,0,0.0,0.0
