Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-05-01 00:00:00+09:00,123.6,123.6,123.6,123.6,3330000.0,0.0,0.0
1981-05-02 00:00:00+09:00,123.5,123.5,123.5,123.5,2040000.0,0.0,0.0
1981-05-04 00:00:00+09:00,120.6,120.6,120.6,120.6,1930000.0,0.0,0.0
1981-05-06 00:00:00+09:00,120.7,120.7,120.7,120.7,1690000.0,0.0,0.0
1981-05-07 00:00:00+09:00,119.3,119.3,119.3,119.3,1480000.0,0.0,0.0
1981-05-08 00:00:00+09:00,118.7,118.7,118.7,118.7,1090000.0,0.0,0.0
1981-05-09 00:00:00+09:00,118.8,118.8,118.8,118.8,0,0.0,0.0
1981-05-13 00:00:00+09:00,119.9,119.9,119.9,119.9,0,0.0,0.0
1981-05-14 00:00:00+09:00,121.5,121.5,121.5,121.5,1180000.0,0.0,0.0
1981-05-15 00:00:00+09:00,121.4,121.4,121.4,121.4,1550000.0,0.0,0.0
1981-05-16 00:00:00+09:00,121.5,121.5,121.5,121.5,0,0.0,0.0
1981-05-18 00:00:00+09:00,121.1,121.1,121.1,121.1,0,0.0,0.0
1981-05-19 00:00:00+09:00,120.9,120.9,120.9,120.9,0,0.0,0.0
1981-05-20 00:00:00+09:00,121.4,121.4,121.4,121.4,1410000.0,0.0,0.0
1981-05-22 00:00:00+09:00,120.8,120.8,120.8,120.8,0,0.0,0.0
1981-05-23 00:00:00+09:00,120.5,120.5,120.5,120.5,0,0.0,0.0
1981-05-25 00:00:00+09:00,121.5,121.5,121.5,121.5,1100000.0,0.0,0.0
1981-05-26 00:00:00+09:00,123.0,123.0,123.0,123.0,1770000.0,0.0,0.0
1981-05-27 00:00:00+09:00,124.8,124.8,124.8,124.8,2250000.0,0.0,0.0
1981-05-28 00:00:00+09:00,125.9,125.9,125.9,125.9,2570000.0,0.0,0.0
1981-05-29 00:00:00+09:00,126.5,126.5,126.5,126.5,2610000.0,0.0,0.0
1981-05-30 00:00:00+09:00,126.3,126.3,126.3,126.3,1290000.0,0.0,0.0
1981-06-01 00:00:00+09:00,126.4,126.4,126.4,126.4,1830000.0,0.0,0.0
1981-06-02 00:00:00+09:00,127.7,127.7,127.7,127.7,3100000.0,0.0,0.0
1981-06-03 00:00:00+09:00,129.8,129.8,129.8,129.8,3130000.0,0.0,0.0
1981-06-04 00:00:00+09:00,128.7,128.7,128.7,128.7,2620000.0,0.0,0.0
1981-06-05 00:00:00+09:00,128.3,128.3,128.3,128.3,1810000.0,0.0,0.0
1981-06-08 00:00:00+09:00,130.1,130.1,130.1,130.1,1550000.0,0.0,0.0
1981-06-09 00:00:00+09:00,132.7,132.7,132.7,132.7,3000000.0,0.0,0.0
1981-06-10 00:00:00+09:00,133.6,133.6,133.6,133.6,3210000.0,0.0,0.0
1981-06-11 00:00:00+09:00,134.7,134.7,134.7,134.7,3650000.0,0.0,0.0
1981-06-12 00:00:00+09:00,136.3,136.3,136.3,136.3,4160000.0,0.0,0.0
1981-06-13 00:00:00+09:00,137.6,137.6,137.6,137.6,1840000.0,0.0,0.0
1981-06-15 00:00:00+09:00,139.5,139.5,139.5,139.5,2990000.0,0.0,0.0
1981-06-16 00:00:00+09:00,142.8,142.8,142.8,142.8,3880000.0,0.0,0.0
1981-06-17 00:00:00+09:00,139.5,139.5,139.5,139.5,2350000.0,0.0,0.0
1981-06-18 00:00:00+09:00,134.8,134.8,134.8,134.8,1170000.0,0.0,0.0
1981-06-19 00:00:00+09:00,138.6,138.6,138.6,138.6,1530000.0,0.0,0.0
1981-06-20 00:00:00+09:00,139.8,139.8,139.8,139.8,1560000.0,0.0,0.0
1981-06-22 00:00:00+09:00,138.8,138.8,138.8,138.8,1380000.0,0.0,0.0
1981-06-23 00:00:00+09:00,139.2,139.2,139.2,139.2,1390000.0,0.0,0.0
1981-06-24 00:00:00+09:00,141.6,141.6,141.6,141.6,1410000.0,0.0,0.0
1981-06-25 00:00:00+09:00,141.8,141.8,141.8,141.8,2320000.0,0.0,0.0
1981-06-26 00:00:00+09:00,142.7,142.7,142.7,142.7,2420000.0,0.0,0.0
1981-06-27 00:00:00+09:00,144.5,144.5,144.5,144.5,1500000.0,0.0,0.0
1981-06-29 00:00:00+09:00,147.3,147.3,147.3,147.3,2020000.0,0.0,0.0
1981-06-30 00:00:00+09:00,150.8,150.8,150.8,150.8,2049999.9999999998,0.0,0.0
1981-07-01 00:00:00+09:00,156.4,156.4,156.4,156.4,3010000.0,0.0,0.0
1981-07-02 00:00:00+09:00,155.0,155.0,155.0,155.0,2580000.0,0.0,0.0
1981-07-03 00:00:00+09:00,155.7,155.7,155.7,155.7,2230000.0,0.0,0.0
1981-07-04 00:00:00+09:00,157.8,157.8,157.8,157.8,1860000.0,0.0,0.0
1981-07-06 00:00:00+09:00,160.9,160.9,160.9,160.9,2620000.0,0.0,0.0
1981-07-07 00:00:00+09:00,165.9,165.9,165.9,165.9,2760000.0,0.0,0.0
1981-07-08 00:00:00+09:00,163.1,163.1,163.1,163.1,2870000.0,0.0,0.0
1981-07-09 00:00:00+09:00,163.8,163.8,163.8,163.8,2260000.0,0.0,0.0
1981-07-10 00:00:00+09:00,159.9,159.9,159.9,159.9,1730000.0,0.0,0.0
1981-07-11 00:00:00+09:00,160.3,160.3,160.3,160.3,1270000.0,0.0,0.0
1981-07-13 00:00:00+09:00,158.3,158.3,158.3,158.3,1870000.0,0.0,0.0
1981-07-14 00:00:00+09:00,155.8,155.8,155.8,155.8,1340000.0,0.0,0.0
1981-07-15 00:00:00+09:00,155.0,155.0,155.0,155.0,1540000.0,0.0,0.0
1981-07-16 00:00:00+09:00,155.9,155.9,155.9,155.9,1510000.0,0.0,0.0
1981-07-18 00:00:00+09:00,158.7,158.7,158.7,158.7,1050000.0,0.0,0.0
1981-07-20 00:00:00+09:00,155.2,155.2,155.2,155.2,0,0.0,0.0
1981-07-21 00:00:00+09:00,155.5,155.5,155.5,155.5,1040000.0,0.0,0.0
1981-07-22 00:00:00+09:00,153.1,153.1,153.1,153.1,0,0.0,0.0
1981-07-23 00:00:00+09:00,150.0,150.0,150.0,150.0,0,0.0,0.0
1981-07-24 00:00:00+09:00,147.8,147.8,147.8,147.8,1030000.0,0.0,0.0
1981-07-25 00:00:00+09:00,149.4,149.4,149.4,149.4,0,0.0,0.0
1981-07-27 00:00:00+09:00,146.9,146.9,146.9,146.9,0,0.0,0.0
1981-07-28 00:00:00+09:00,144.4,144.4,144.4,144.4,0,0.0,0.0
1981-07-29 00:00:00+09:00,145.5,145.5,145.5,145.5,1220000.0,0.0,0.0
1981-07-30 00:00:00+09:00,147.5,147.5,147.5,147.5,1450000.0,0.0,0.0
1981-07-31 00:00:00+09:00,148.1,148.1,148.1,148.1,1310000.0,0.0,0.0
1981-08-01 00:00:00+09:00,148.3,148.3,148.3,148.3,0,0.0,0.0
1981-08-03 00:00:00+09:00,151.0,151.0,151.0,151.0,1490000.0,0.0,0.0
1981-08-04 00:00:00+09:00,151.3,151.3,151.3,151.3,1370000.0,0.0,0.0
1981-08-05 00:00:00+09:00,149.4,149.4,149.4,149.4,0,0.0,0.0
